player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,international_caps,international_goals,current_national_team_id,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur
5539,Romain,Pitau,Romain Pitau,2012,969,romain-pitau,France,Douai,France,1977-08-08 00:00:00,Defensive Midfield,Midfield,right,178,,,https://img.a.transfermarkt.technology/portrait/header/s_5539_969_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/romain-pitau/profil/spieler/5539,FR1,Montpellier HSC,400000,3000000
5543,Cédric,Varrault,Cédric Varrault,2017,2969,cedric-varrault,France,Blois,France,1980-01-30 00:00:00,Centre-Back,Defender,right,182,,,https://img.a.transfermarkt.technology/portrait/header/s_5543_2969_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/cedric-varrault/profil/spieler/5543,FR1,Dijon FCO,250000,3000000
5544,Johan,Audel,Johan Audel,2015,995,johan-audel,France,Nizza,Martinique,1983-12-12 00:00:00,Left Winger,Attack,,,,WSP Agency,https://img.a.transfermarkt.technology/portrait/header/s_5544_79_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/johan-audel/profil/spieler/5544,FR1,Football Club de Nantes,500000,3500000
5562,Hugo,Leal,Hugo Leal,2012,1465,hugo-leal,Portugal,Cascais,Portugal,1980-05-21 00:00:00,Central Midfield,Midfield,right,180,,,https://img.a.transfermarkt.technology/portrait/header/5562-1554198538.jpg?lm=1,,,,https://www.transfermarkt.co.uk/hugo-leal/profil/spieler/5562,PO1,Grupo Desportivo Estoril Praia,900000,2000000
5566,Romain,Rocchi,Romain Rocchi,2014,347,romain-rocchi,France,Cavaillon,France,1981-10-02 00:00:00,Defensive Midfield,Midfield,right,183,,,https://img.a.transfermarkt.technology/portrait/header/s_5566_347_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/romain-rocchi/profil/spieler/5566,FR1,Football Club de Metz,250000,1600000
5574,Bartholomew,Ogbeche,Bartholomew Ogbeche,2017,403,bartholomew-ogbeche,Nigeria,Ogoja,Nigeria,1984-10-01 00:00:00,Centre-Forward,Attack,right,177,2023-05-31 00:00:00,Libero Sports,https://img.a.transfermarkt.technology/portrait/header/5574-1418927419.jpg?lm=1,,,,https://www.transfermarkt.co.uk/bartholomew-ogbeche/profil/spieler/5574,NL1,Willem II Tilburg,175000,2500000
5576,Fabien,Audard,Fabien Audard,2014,1158,fabien-audard,France,Toulouse,France,1978-03-28 00:00:00,Goalkeeper,Goalkeeper,left,188,,,https://img.a.transfermarkt.technology/portrait/header/s_5576_1158_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/fabien-audard/profil/spieler/5576,FR1,Football Club Lorient-Bretagne Sud,250000,3500000
5578,Nicolas,Penneteau,Nicolas Penneteau,2022,1421,nicolas-penneteau,France,Marseille,France,1981-02-28 00:00:00,Goalkeeper,Goalkeeper,left,185,,USM GROUP ,https://img.a.transfermarkt.technology/portrait/header/5578-1639678389.png?lm=1,,,,https://www.transfermarkt.co.uk/nicolas-penneteau/profil/spieler/5578,FR1,Stade Reims,100000,2800000
5586,Anthar,Yahia,Anthar Yahia,2013,21957,anthar-yahia,France,Mulhouse,Algeria,1982-03-21 00:00:00,Centre-Back,Defender,,,,,https://img.a.transfermarkt.technology/portrait/header/s_5586_3342_2013_03_16_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/anthar-yahia/profil/spieler/5586,GR1,AO Platanias,250000,3500000
5588,Michael,Essien,Michael Essien,2015,265,michael-essien,Ghana,Accra,Ghana,1982-12-03 00:00:00,Defensive Midfield,Midfield,right,178,,,https://img.a.transfermarkt.technology/portrait/header/5588-1567972232.png?lm=1,,,,https://www.transfermarkt.co.uk/michael-essien/profil/spieler/5588,GR1,Panathinaikos Athlitikos Omilos,200000,38000000
5592,Cyril,Jeunechamp,Cyril Jeunechamp,2012,969,cyril-jeunechamp,France,Nîmes,France,1975-12-18 00:00:00,Defensive Midfield,Midfield,right,175,,,https://img.a.transfermarkt.technology/portrait/header/s_5592_969_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/cyril-jeunechamp/profil/spieler/5592,FR1,Montpellier HSC,50000,2500000
5597,Chaouki,Ben Saada,Chaouki Ben Saada,2017,1095,chaouki-ben-saada,France,Bastia,Tunisia,1984-07-01 00:00:00,Right Winger,Attack,left,176,,SAS ASSIST & GOAL,https://img.a.transfermarkt.technology/portrait/header/5597-1449738956.jpg?lm=1,,,,https://www.transfermarkt.co.uk/chaouki-ben-saada/profil/spieler/5597,FR1,ESTAC Troyes,150000,2600000
5614,Cédric,Kanté,Cédric Kanté,2013,750,cedric-kante,France,Straßburg,Mali,1979-07-06 00:00:00,Centre-Back,Defender,left,182,,,https://img.a.transfermarkt.technology/portrait/header/s_5614_750_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/cedric-kante/profil/spieler/5614,FR1,FC Sochaux-Montbéliard,250000,3500000
5622,Guillaume,Lacour,Guillaume Lacour,2015,1095,guillaume-lacour,France,Courbevoie,France,1980-08-02 00:00:00,Right-Back,Defender,right,173,,,https://img.a.transfermarkt.technology/portrait/header/5622-1449738073.jpg?lm=1,,,,https://www.transfermarkt.co.uk/guillaume-lacour/profil/spieler/5622,FR1,ESTAC Troyes,250000,2000000
5627,Fabrice,Ehret,Fabrice Ehret,2013,14171,fabrice-ehret,Switzerland,Lugano,France,1979-09-28 00:00:00,Left-Back,Defender,,,,,https://img.a.transfermarkt.technology/portrait/header/s_5627_14171_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/fabrice-ehret/profil/spieler/5627,FR1,Thonon Évian Grand Genève FC,150000,2000000
5635,Matthieu,Chalmé,Matthieu Chalmé,2013,40,matthieu-chalme,France,Bruges,France,1980-10-07 00:00:00,Right-Back,Defender,right,176,,,https://img.a.transfermarkt.technology/portrait/header/s_5635_40_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/matthieu-chalme/profil/spieler/5635,FR1,FC Girondins Bordeaux,300000,6000000
5636,Matthieu,Delpierre,Matthieu Delpierre,2013,200,matthieu-delpierre,France,Nancy,France,1981-04-26 00:00:00,Centre-Back,Defender,,,,,https://img.a.transfermarkt.technology/portrait/header/s_5636_533_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/matthieu-delpierre/profil/spieler/5636,NL1,Football Club Utrecht,500000,7500000
5639,José,Saez,José Saez,2014,1162,jose-saez,Belgium,Menin,France,1982-05-07 00:00:00,Central Midfield,Midfield,right,170,,,https://img.a.transfermarkt.technology/portrait/header/s_5639_1423_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jose-saez/profil/spieler/5639,FR1,SM Caen,500000,2750000
5645,Benoît,Cheyrou,Benoît Cheyrou,2014,244,benoit-cheyrou,France,Suresnes,France,1981-05-03 00:00:00,Defensive Midfield,Midfield,left,182,,,https://img.a.transfermarkt.technology/portrait/header/5645-1489235277.jpg?lm=1,,,,https://www.transfermarkt.co.uk/benoit-cheyrou/profil/spieler/5645,FR1,Olympique de Marseille,200000,11000000
5648,Jean,Makoun,Jean Makoun,2016,589,jean-makoun,Cameroon,Yaoundé,Cameroon,1983-05-29 00:00:00,Defensive Midfield,Midfield,right,173,,,https://img.a.transfermarkt.technology/portrait/header/5648-1450292216.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jean-makoun/profil/spieler/5648,TR1,Antalyaspor,200000,16000000
5652,Marc-Antoine,Fortuné,Marc-Antoine Fortuné,2012,984,marc-antoine-fortune,French Guiana,Cayenne,French Guiana,1981-07-02 00:00:00,Centre-Forward,Attack,right,183,,,https://img.a.transfermarkt.technology/portrait/header/s_5652_984_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/marc-antoine-fortune/profil/spieler/5652,GB1,West Bromwich Albion,150000,4500000
5658,Petr,Cech,Petr Cech,2018,11,petr-cech,CSSR,Plzeň,Czech Republic,1982-05-20 00:00:00,Goalkeeper,Goalkeeper,left,196,,,https://img.a.transfermarkt.technology/portrait/header/5658-1464946835.jpg?lm=1,,,,https://www.transfermarkt.co.uk/petr-cech/profil/spieler/5658,GB1,Arsenal Football Club,2500000,28500000
5664,Arnaud,Le Lan,Arnaud Le Lan,2012,1158,arnaud-le-lan,France,Pontivy,France,1978-03-22 00:00:00,Left-Back,Defender,left,171,,,https://img.a.transfermarkt.technology/portrait/header/s_5664_1158_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/arnaud-le-lan/profil/spieler/5664,FR1,Football Club Lorient-Bretagne Sud,300000,1500000
5667,Sébastien,Puygrenier,Sébastien Puygrenier,2013,1506,sebastien-puygrenier,France,Limoges,France,1982-01-28 00:00:00,Centre-Back,Defender,right,187,,,https://img.a.transfermarkt.technology/portrait/header/s_5667_1506_2013_08_14_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/sebastien-puygrenier/profil/spieler/5667,TR1,Kardemir Karabükspor,200000,7500000
5668,Anthony,Réveillère,Anthony Réveillère,2014,289,anthony-reveillere,France,Doué-la-Fontaine,France,1979-11-10 00:00:00,Right-Back,Defender,right,180,,,https://img.a.transfermarkt.technology/portrait/header/s_5668_1041_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/anthony-reveillere/profil/spieler/5668,GB1,Sunderland Association Football Club,500000,8500000
5672,Étienne,Didot,Étienne Didot,2018,855,etienne-didot,France,Paimpol,France,1983-07-24 00:00:00,Central Midfield,Midfield,right,175,,,https://img.a.transfermarkt.technology/portrait/header/s_5672_415_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/etienne-didot/profil/spieler/5672,FR1,EA Guingamp,250000,7000000
5676,Olivier,Sorlin,Olivier Sorlin,2014,14171,olivier-sorlin,France,Saint-Étienne,France,1979-04-09 00:00:00,Defensive Midfield,Midfield,right,182,,,https://img.a.transfermarkt.technology/portrait/header/s_5676_14171_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/olivier-sorlin/profil/spieler/5676,FR1,Thonon Évian Grand Genève FC,250000,4000000
5680,Toifilou,Maoulida,Toifilou Maoulida,2013,595,toifilou-maoulida,France,Kani-Kéli,France,1979-06-08 00:00:00,Centre-Forward,Attack,right,184,,,https://img.a.transfermarkt.technology/portrait/header/s_5680_595_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/toifilou-maoulida/profil/spieler/5680,FR1,SC Bastia,250000,3000000
5686,Laurent,Pionnier,Laurent Pionnier,2017,969,laurent-pionnier,France,Bagnols-sur-Cèze,France,1982-05-24 00:00:00,Goalkeeper,Goalkeeper,right,183,,,https://img.a.transfermarkt.technology/portrait/header/5686-1449585235.jpg?lm=1,,,,https://www.transfermarkt.co.uk/laurent-pionnier/profil/spieler/5686,FR1,Montpellier HSC,500000,900000
5687,Rudy,Riou,Rudy Riou,2015,2727,rudy-riou,France,Béziers,France,1980-01-22 00:00:00,Goalkeeper,Goalkeeper,right,185,,David BONNAN,https://img.a.transfermarkt.technology/portrait/header/s_5687_826_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/rudy-riou/profil/spieler/5687,BE1,Oud-Heverlee Leuven,300000,900000
5688,Jody,Viviani,Jody Viviani,2012,128,jody-viviani,France,La Ciotat,France,1982-01-25 00:00:00,Goalkeeper,Goalkeeper,right,191,,,https://img.a.transfermarkt.technology/portrait/header/5688-1692985446.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jody-viviani/profil/spieler/5688,GR1,AO Xanthi,600000,2500000
5698,Cédric,Barbosa,Cédric Barbosa,2014,14171,cedric-barbosa,France,Aubenas,France,1976-03-06 00:00:00,Left Winger,Attack,right,179,,,https://img.a.transfermarkt.technology/portrait/header/s_5698_14171_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/cedric-barbosa/profil/spieler/5698,FR1,Thonon Évian Grand Genève FC,250000,3000000
5712,Bertrand,Robert,Bertrand Robert,2012,1091,bertrand-robert,Réunion,Saint-Benoît,Réunion,1983-11-16 00:00:00,Left-Back,Defender,left,174,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/bertrand-robert/profil/spieler/5712,GR1,Panthessalonikios Athlitikos Omilos Konstantinoupoliton,150000,800000
5755,Emiliano,Moretti,Emiliano Moretti,2018,416,emiliano-moretti,Italy,Roma,Italy,1981-06-11 00:00:00,Centre-Back,Defender,left,182,,,https://img.a.transfermarkt.technology/portrait/header/5755-1419247542.jpg?lm=1,,,,https://www.transfermarkt.co.uk/emiliano-moretti/profil/spieler/5755,IT1,Torino Calcio,500000,8000000
5768,Rubén,Olivera,Rubén Olivera,2013,430,ruben-olivera,Uruguay,Montevideo,Uruguay,1983-05-04 00:00:00,Central Midfield,Midfield,right,184,,,https://img.a.transfermarkt.technology/portrait/header/5768-1451058178.png?lm=1,,,,https://www.transfermarkt.co.uk/ruben-olivera/profil/spieler/5768,IT1,Associazione Calcio Fiorentina,100000,8000000
5782,Emre,Belözoglu,Emre Belözoglu,2019,36,emre-belozoglu,Turkey,Istanbul,Turkey,1980-09-07 00:00:00,Central Midfield,Midfield,left,170,,Foot & Ball,https://img.a.transfermarkt.technology/portrait/header/5782-1603890279.jpeg?lm=1,,,,https://www.transfermarkt.co.uk/emre-belozoglu/profil/spieler/5782,TR1,Fenerbahçe Spor Kulübü,500000,12000000
5793,Giovanni,Pasquale,Giovanni Pasquale,2015,410,giovanni-pasquale,Italy,Venaria Reale,Italy,1982-01-05 00:00:00,Left-Back,Defender,left,182,,,https://img.a.transfermarkt.technology/portrait/header/5793-1449132811.jpg?lm=1,,,,https://www.transfermarkt.co.uk/giovanni-pasquale/profil/spieler/5793,IT1,Udinese Calcio,300000,5000000
5794,Obafemi,Martins,Obafemi Martins,2012,3368,obafemi-martins,Nigeria,Lagos,Nigeria,1984-10-28 00:00:00,Centre-Forward,Attack,both,170,,pro-soccer-scout.com,https://img.a.transfermarkt.technology/portrait/header/5794-1511175376.jpg?lm=1,,,,https://www.transfermarkt.co.uk/obafemi-martins/profil/spieler/5794,ES1,Levante Unión Deportiva S.A.D.,100000,16000000
5812,Cristian,Brocchi,Cristian Brocchi,2012,398,cristian-brocchi,Italy,Milano,Italy,1976-01-30 00:00:00,Central Midfield,Midfield,right,171,,,https://img.a.transfermarkt.technology/portrait/header/s_5812_398_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/cristian-brocchi/profil/spieler/5812,IT1,Società Sportiva Lazio S.p.A.,200000,4000000
5817,Andrea,Pirlo,Andrea Pirlo,2014,506,andrea-pirlo,Italy,Flero,Italy,1979-05-19 00:00:00,Defensive Midfield,Midfield,both,177,,TMP SOCCER srl ,https://img.a.transfermarkt.technology/portrait/header/5817-1454934952.jpg?lm=1,,,,https://www.transfermarkt.co.uk/andrea-pirlo/profil/spieler/5817,IT1,Juventus Football Club,1000000,36000000
5818,Massimo,Ambrosini,Massimo Ambrosini,2013,430,massimo-ambrosini,Italy,Pesaro,Italy,1977-05-29 00:00:00,Central Midfield,Midfield,right,182,,,https://img.a.transfermarkt.technology/portrait/header/s_5818_430_2013_08_14_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/massimo-ambrosini/profil/spieler/5818,IT1,Associazione Calcio Fiorentina,500000,11000000
5825,Marco,Borriello,Marco Borriello,2017,1390,marco-borriello,Italy,Napoli,Italy,1982-06-18 00:00:00,Centre-Forward,Attack,left,186,,,https://img.a.transfermarkt.technology/portrait/header/5825-1455533007.jpg?lm=1,,,,https://www.transfermarkt.co.uk/marco-borriello/profil/spieler/5825,IT1,Cagliari Calcio,400000,18500000
5853,Alfonso,De Lucia,Alfonso De Lucia,2013,1210,alfonso-de-lucia,Italy,Nola,Italy,1983-11-12 00:00:00,Goalkeeper,Goalkeeper,right,186,,,https://img.a.transfermarkt.technology/portrait/header/s_5853_1210_2012_12_29_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/alfonso-de-lucia/profil/spieler/5853,IT1,US Livorno 1915,250000,1600000
5854,Sébastien,Frey,Sébastien Frey,2014,20,sebastien-frey,France,Thonon-les-Bains,France,1980-03-18 00:00:00,Goalkeeper,Goalkeeper,right,190,,CABINET OLYMPI.NET ,https://img.a.transfermarkt.technology/portrait/header/5854-1410511056.jpg?lm=1,,,,https://www.transfermarkt.co.uk/sebastien-frey/profil/spieler/5854,TR1,Bursaspor,450000,20000000
5856,Daniele,Bonera,Daniele Bonera,2018,1050,daniele-bonera,Italy,Brescia,Italy,1981-05-31 00:00:00,Centre-Back,Defender,right,183,,TMP SOCCER srl ,https://img.a.transfermarkt.technology/portrait/header/5856-1447255097.jpg?lm=1,,,,https://www.transfermarkt.co.uk/daniele-bonera/profil/spieler/5856,ES1,Villarreal Club de Fútbol S.A.D.,200000,11000000
5858,Paolo,Cannavaro,Paolo Cannavaro,2017,6574,paolo-cannavaro,Italy,Napoli,Italy,1981-06-26 00:00:00,Centre-Back,Defender,right,185,,,https://img.a.transfermarkt.technology/portrait/header/5858-1449059381.jpg?lm=1,,,,https://www.transfermarkt.co.uk/paolo-cannavaro/profil/spieler/5858,IT1,Unione Sportiva Sassuolo Calcio,200000,9000000
5868,Matteo,Brighi,Matteo Brighi,2018,749,matteo-brighi,Italy,Rimini,Italy,1981-02-14 00:00:00,Central Midfield,Midfield,right,178,,,https://img.a.transfermarkt.technology/portrait/header/5868-1469109026.jpg?lm=1,,,,https://www.transfermarkt.co.uk/matteo-brighi/profil/spieler/5868,IT1,FC Empoli,200000,13000000
5870,Massimo,Donati,Massimo Donati,2017,2999,massimo-donati,Italy,San Vito al Tagliamento,Italy,1981-03-26 00:00:00,Defensive Midfield,Midfield,right,189,,,https://img.a.transfermarkt.technology/portrait/header/5870-1442932953.jpg?lm=1,,,,https://www.transfermarkt.co.uk/massimo-donati/profil/spieler/5870,SC1,Hamilton Academical FC,150000,6000000
5873,Marco,Marchionni,Marco Marchionni,2015,1038,marco-marchionni,Italy,Monterotondo,Italy,1980-07-22 00:00:00,Right Midfield,Midfield,right,173,,,https://img.a.transfermarkt.technology/portrait/header/5873-1451058316.png?lm=1,,,,https://www.transfermarkt.co.uk/marco-marchionni/profil/spieler/5873,IT1,UC Sampdoria,25000,10000000
5878,Alberto,Gilardino,Alberto Gilardino,2016,2921,alberto-gilardino,Italy,Biella,Italy,1982-07-05 00:00:00,Centre-Forward,Attack,right,184,,,https://img.a.transfermarkt.technology/portrait/header/5878-1448984743.jpg?lm=1,,,,https://www.transfermarkt.co.uk/alberto-gilardino/profil/spieler/5878,IT1,Delfino Pescara 1936,200000,30000000
5879,Adrian,Mutu,Adrian Mutu,2013,1147,adrian-mutu,Romania,Călinești,Romania,1979-01-08 00:00:00,Centre-Forward,Attack,right,180,,,https://img.a.transfermarkt.technology/portrait/header/5879-1538650095.jpg?lm=1,,,,https://www.transfermarkt.co.uk/adrian-mutu/profil/spieler/5879,FR1,AC Ajaccio,100000,25000000
5880,Morgan,De Sanctis,Morgan De Sanctis,2016,162,morgan-de-sanctis,Italy,Guardiagrele,Italy,1977-03-26 00:00:00,Goalkeeper,Goalkeeper,right,190,,,https://img.a.transfermarkt.technology/portrait/header/5880-1455553786.jpg?lm=1,,,,https://www.transfermarkt.co.uk/morgan-de-sanctis/profil/spieler/5880,FR1,Association sportive de Monaco Football Club,250000,8000000
5881,Olivier,Renard,Olivier Renard,2013,172,olivier-renard,Belgium,Haine-S.-P.,Belgium,1979-05-24 00:00:00,Goalkeeper,Goalkeeper,,192,,Eleven Management,https://img.a.transfermarkt.technology/portrait/header/5881-1591711955.jpg?lm=1,,,,https://www.transfermarkt.co.uk/olivier-renard/profil/spieler/5881,BE1,Royal Charleroi Sporting Club,500000,1500000
5889,Thomas,Manfredini,Thomas Manfredini,2014,6574,thomas-manfredini,Italy,Ferrara,Italy,1980-05-27 00:00:00,Centre-Back,Defender,left,182,,,https://img.a.transfermarkt.technology/portrait/header/5889-1464168391.jpg?lm=1,,,,https://www.transfermarkt.co.uk/thomas-manfredini/profil/spieler/5889,IT1,Unione Sportiva Sassuolo Calcio,50000,5000000
5890,Sergio,Almirón,Sergio Almirón,2013,1627,sergio-almiron,Argentina,Santa Fé,Argentina,1980-11-07 00:00:00,Central Midfield,Midfield,right,180,,,https://img.a.transfermarkt.technology/portrait/header/s_5890_1627_2013_09_20_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/sergio-almiron/profil/spieler/5890,IT1,Catania FC,100000,11000000
5892,Martin,Jörgensen,Martin Jörgensen,2013,678,martin-jorgensen,Denmark,Ryomgård,Denmark,1975-10-06 00:00:00,Central Midfield,Midfield,both,179,,,https://img.a.transfermarkt.technology/portrait/header/5892-1490023299.jpg?lm=1,,,,https://www.transfermarkt.co.uk/martin-jorgensen/profil/spieler/5892,DK1,Aarhus Gymnastik Forening,100000,7000000
5893,Giampiero,Pinzi,Giampiero Pinzi,2015,410,giampiero-pinzi,Italy,Roma,Italy,1981-03-11 00:00:00,Central Midfield,Midfield,right,180,,,https://img.a.transfermarkt.technology/portrait/header/5893-1542313878.jpg?lm=1,,,,https://www.transfermarkt.co.uk/giampiero-pinzi/profil/spieler/5893,IT1,Udinese Calcio,100000,4000000
5896,David,Pizarro,David Pizarro,2014,430,david-pizarro,Chile,Valparaíso,Chile,1979-09-11 00:00:00,Central Midfield,Midfield,right,168,,,https://img.a.transfermarkt.technology/portrait/header/s_5896_430_2013_03_12_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/david-pizarro/profil/spieler/5896,IT1,Associazione Calcio Fiorentina,300000,15000000
5904,Vincenzo,Iaquinta,Vincenzo Iaquinta,2012,506,vincenzo-iaquinta,Italy,Cutro,Italy,1979-11-21 00:00:00,Centre-Forward,Attack,right,191,,,https://img.a.transfermarkt.technology/portrait/header/5904-1600949413.jpg?lm=1,,,,https://www.transfermarkt.co.uk/vincenzo-iaquinta/profil/spieler/5904,IT1,Juventus Football Club,200000,15000000
5908,Cristiano,Lupatelli,Cristiano Lupatelli,2014,430,cristiano-lupatelli,Italy,Perugia,Italy,1978-06-21 00:00:00,Goalkeeper,Goalkeeper,left,189,,,https://img.a.transfermarkt.technology/portrait/header/s_5908_430_2013_03_12_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/cristiano-lupatelli/profil/spieler/5908,IT1,Associazione Calcio Fiorentina,100000,2500000
5917,John,Mensah,John Mensah,2012,273,john-mensah,Ghana,Obuasi,Ghana,1982-11-29 00:00:00,Centre-Back,Defender,right,180,,,https://img.a.transfermarkt.technology/portrait/header/s_5917_273_2012_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/john-mensah/profil/spieler/5917,FR1,Stade Rennais Football Club,50000,7500000
5922,Simone,Perrotta,Simone Perrotta,2012,12,simone-perrotta,England,Ashton-under-Lyne,Italy,1977-09-17 00:00:00,Attacking Midfield,Midfield,right,178,,AGB Sport Management,https://img.a.transfermarkt.technology/portrait/header/5922-1601020119.jpg?lm=1,,,,https://www.transfermarkt.co.uk/simone-perrotta/profil/spieler/5922,IT1,Associazione Sportiva Roma,300000,15000000
5925,Nicola,Legrottaglie,Nicola Legrottaglie,2013,1627,nicola-legrottaglie,Italy,Gioia del Colle,Italy,1976-10-20 00:00:00,Centre-Back,Defender,right,189,,,https://img.a.transfermarkt.technology/portrait/header/s_5925_1627_2013_09_20_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/nicola-legrottaglie/profil/spieler/5925,IT1,Catania FC,300000,6500000
5928,Sergio,Pellissier,Sergio Pellissier,2018,862,sergio-pellissier,Italy,Aosta,Italy,1979-04-12 00:00:00,Centre-Forward,Attack,right,175,,Oscar Damiani,https://img.a.transfermarkt.technology/portrait/header/5928-1449063117.jpg?lm=1,,,,https://www.transfermarkt.co.uk/sergio-pellissier/profil/spieler/5928,IT1,Chievo Verona,200000,7000000
5936,Ivan,Pelizzoli,Ivan Pelizzoli,2012,2921,ivan-pelizzoli,Italy,Bergamo,Italy,1980-11-18 00:00:00,Goalkeeper,Goalkeeper,right,197,,,https://img.a.transfermarkt.technology/portrait/header/5936-1488542455.jpg?lm=1,,,,https://www.transfermarkt.co.uk/ivan-pelizzoli/profil/spieler/5936,IT1,Delfino Pescara 1936,25000,8000000
5938,Walter,Samuel,Walter Samuel,2013,46,walter-samuel,Argentina,Firmat,Argentina,1978-03-23 00:00:00,Centre-Back,Defender,left,183,,DCGLOBALSL,https://img.a.transfermarkt.technology/portrait/header/5938-1449586343.jpg?lm=1,,,,https://www.transfermarkt.co.uk/walter-samuel/profil/spieler/5938,IT1,Football Club Internazionale Milano S.p.A.,400000,25000000
5942,Jonathan,Zebina,Jonathan Zebina,2013,415,jonathan-zebina,France,Paris,France,1978-07-19 00:00:00,Centre-Back,Defender,right,189,,,https://img.a.transfermarkt.technology/portrait/header/s_5942_415_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jonathan-zebina/profil/spieler/5942,FR1,Toulouse Football Club,250000,8500000
5946,Cesare,Bovo,Cesare Bovo,2016,2921,cesare-bovo,Italy,Roma,Italy,1983-01-14 00:00:00,Centre-Back,Defender,right,181,,Gea World,https://img.a.transfermarkt.technology/portrait/header/5946-1538202342.jpg?lm=1,,,,https://www.transfermarkt.co.uk/cesare-bovo/profil/spieler/5946,IT1,Delfino Pescara 1936,100000,6500000
5947,Daniele,De Rossi,Daniele De Rossi,2018,12,daniele-de-rossi,Italy,Roma,Italy,1983-07-24 00:00:00,Defensive Midfield,Midfield,both,184,,World Soccer Agency,https://img.a.transfermarkt.technology/portrait/header/5947-1454935412.jpg?lm=1,,,,https://www.transfermarkt.co.uk/daniele-de-rossi/profil/spieler/5947,IT1,Associazione Sportiva Roma,1000000,38000000
5948,Damiano,Ferronetti,Damiano Ferronetti,2012,252,damiano-ferronetti,Italy,Albano Laziale,Italy,1984-11-01 00:00:00,Centre-Back,Defender,right,184,,,https://img.a.transfermarkt.technology/portrait/header/5948-1417787458.jpg?lm=1,,,,https://www.transfermarkt.co.uk/damiano-ferronetti/profil/spieler/5948,IT1,Genoa Cricket and Football Club,200000,2300000
5957,Alberto,Aquilani,Alberto Aquilani,2017,472,alberto-aquilani,Italy,Roma,Italy,1984-07-07 00:00:00,Central Midfield,Midfield,right,186,,,https://img.a.transfermarkt.technology/portrait/header/5957-1445432761.jpg?lm=1,,,,https://www.transfermarkt.co.uk/alberto-aquilani/profil/spieler/5957,ES1,UD Las Palmas,700000,18000000
5958,Francesco,Totti,Francesco Totti,2016,12,francesco-totti,Italy,Roma,Italy,1976-09-27 00:00:00,Second Striker,Attack,both,180,,,https://img.a.transfermarkt.technology/portrait/header/5958-1448466835.jpg?lm=1,,,,https://www.transfermarkt.co.uk/francesco-totti/profil/spieler/5958,IT1,Associazione Sportiva Roma,1000000,40000000
5962,Antonio,Cassano,Antonio Cassano,2016,1038,antonio-cassano,Italy,Bari,Italy,1982-07-12 00:00:00,Second Striker,Attack,right,175,,AGB Sport Management,https://img.a.transfermarkt.technology/portrait/header/5962-1448965838.jpg?lm=1,,,,https://www.transfermarkt.co.uk/antonio-cassano/profil/spieler/5962,IT1,UC Sampdoria,300000,25000000
5966,Marius,Stankevicius,Marius Stankevicius,2014,42,marius-stankevicius,UdSSR,Kaunas,Lithuania,1981-07-15 00:00:00,Centre-Back,Defender,right,190,,,https://img.a.transfermarkt.technology/portrait/header/5966-1617204783.jpg?lm=1,,,,https://www.transfermarkt.co.uk/marius-stankevicius/profil/spieler/5966,L1,Hannover 96,25000,3000000
